Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	GFP_1 Spectral Count	GFP_2 Spectral Count	P8E2_1 Spectral Count	P8E2_2 Spectral Count	P8E2_T338I_1 Spectral Count	P8E2_T338I_2 Spectral Count	P8E2_T338M_1 Spectral Count	P8E2_T338M_2 Spectral Count	WT_1 Spectral Count	WT_2 Spectral Count	WT_T338I_1 Spectral Count	WT_T338I_2 Spectral Count	WT_T338M_1 Spectral Count	WT_T338M_2 Spectral Count	GFP_1 Unique Spectral Count	GFP_2 Unique Spectral Count	P8E2_1 Unique Spectral Count	P8E2_2 Unique Spectral Count	P8E2_T338I_1 Unique Spectral Count	P8E2_T338I_2 Unique Spectral Count	P8E2_T338M_1 Unique Spectral Count	P8E2_T338M_2 Unique Spectral Count	WT_1 Unique Spectral Count	WT_2 Unique Spectral Count	WT_T338I_1 Unique Spectral Count	WT_T338I_2 Unique Spectral Count	WT_T338M_1 Unique Spectral Count	WT_T338M_2 Unique Spectral Count	GFP_1 Total Spectral Count	GFP_2 Total Spectral Count	P8E2_1 Total Spectral Count	P8E2_2 Total Spectral Count	P8E2_T338I_1 Total Spectral Count	P8E2_T338I_2 Total Spectral Count	P8E2_T338M_1 Total Spectral Count	P8E2_T338M_2 Total Spectral Count	WT_1 Total Spectral Count	WT_2 Total Spectral Count	WT_T338I_1 Total Spectral Count	WT_T338I_2 Total Spectral Count	WT_T338M_1 Total Spectral Count	WT_T338M_2 Total Spectral Count	GFP_1 Intensity	GFP_2 Intensity	P8E2_1 Intensity	P8E2_2 Intensity	P8E2_T338I_1 Intensity	P8E2_T338I_2 Intensity	P8E2_T338M_1 Intensity	P8E2_T338M_2 Intensity	WT_1 Intensity	WT_2 Intensity	WT_T338I_1 Intensity	WT_T338I_2 Intensity	WT_T338M_1 Intensity	WT_T338M_2 Intensity	GFP_1 MaxLFQ Intensity	GFP_2 MaxLFQ Intensity	P8E2_1 MaxLFQ Intensity	P8E2_2 MaxLFQ Intensity	P8E2_T338I_1 MaxLFQ Intensity	P8E2_T338I_2 MaxLFQ Intensity	P8E2_T338M_1 MaxLFQ Intensity	P8E2_T338M_2 MaxLFQ Intensity	WT_1 MaxLFQ Intensity	WT_2 MaxLFQ Intensity	WT_T338I_1 MaxLFQ Intensity	WT_T338I_2 MaxLFQ Intensity	WT_T338M_1 MaxLFQ Intensity	WT_T338M_2 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q8NEM2|SHCBP_HUMAN	Q8NEM2	SHCBP_HUMAN	SHCBP1	672	Homo sapiens	1:Experimental evidence at protein level	SHC SH2 domain-binding protein 1	1.0	0.999	7	127	127	127	18	5	9	8	10	6	9	10	6	6	10	8	13	9	18	5	9	8	10	6	9	10	6	6	10	8	13	9	18	5	9	8	10	6	9	10	6	6	10	8	13	9	336799.6	74765.64	182245.34	181927.52	430397.0	212920.42	207302.61	256278.42	351185.78	268761.9	327831.12	283024.8	262031.22	88995.06	142805.0	76872.82	92535.27	133228.31	158968.64	108727.02	115719.805	93480.15	139247.23	118122.91	153275.06	118051.945	132772.08	70634.49	
sp|Q8NEM7|SP20H_HUMAN	Q8NEM7	SP20H_HUMAN	SUPT20H	779	Homo sapiens	1:Experimental evidence at protein level	Transcription factor SPT20 homolog	1.0	0.999	4	88	88	88	5	2	6	3	9	6	9	7	4	4	7	9	10	7	5	2	6	3	9	6	9	7	4	4	7	9	10	7	5	2	6	3	9	6	9	7	4	4	7	9	10	7	134108.8	46589.984	115585.586	57352.145	247631.67	285267.2	220100.75	185253.97	242375.5	207671.84	237184.5	294202.0	288935.97	269444.53	97556.35	65202.83	43828.117	36961.098	97824.77	70821.92	107213.27	80054.08	74961.05	82817.22	88516.75	87707.59	111060.62	85340.92	
sp|Q8NEN9|PDZD8_HUMAN	Q8NEN9	PDZD8_HUMAN	PDZD8	1154	Homo sapiens	1:Experimental evidence at protein level	PDZ domain-containing protein 8	1.0	0.999	4	195	195	195	17	17	16	16	16	15	12	17	8	12	7	11	20	11	17	17	16	16	16	15	12	17	8	12	7	11	20	11	17	17	16	16	16	15	12	17	8	12	7	11	20	11	963126.5	1264206.8	1223814.4	1141495.6	823570.2	1027585.44	740778.7	1230858.6	640115.56	1073107.4	834333.1	935491.7	728054.4	835683.44	163379.19	206425.34	193767.75	199691.72	182334.42	217219.48	148427.75	199115.7	164844.06	208592.12	144320.73	202187.73	168439.42	174349.55	
sp|Q8NEP9|ZN555_HUMAN	Q8NEP9	ZN555_HUMAN	ZNF555	628	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 555	0.978	0.999	2	10	10	45	0	0	0	0	2	0	1	1	0	0	1	1	3	1	0	0	0	0	2	0	1	1	0	0	1	1	3	1	0	0	1	0	8	4	4	5	2	3	3	4	6	5	0.0	0.0	0.0	0.0	19938.979	15450.233	13548.334	13587.629	0.0	0.0	18240.873	13636.214	17550.494	15587.738	0.0	0.0	0.0	0.0	19938.979	15450.233	13548.334	13587.629	0.0	0.0	18240.873	13636.214	17550.494	15587.738	
sp|Q8NEY1|NAV1_HUMAN	Q8NEY1	NAV1_HUMAN	NAV1	1877	Homo sapiens	1:Experimental evidence at protein level	Neuron navigator 1	1.0	0.999	10	151	151	152	15	13	8	16	12	8	11	6	10	8	10	9	11	14	15	13	8	16	12	8	11	6	10	8	10	9	11	14	15	13	8	16	12	8	12	6	10	8	10	9	11	14	389032.7	272031.78	301137.03	343550.94	278270.06	253120.48	251967.92	210349.81	190603.56	241945.22	300995.5	254283.67	265142.72	228820.69	67436.0	61085.465	56889.266	82834.04	60090.566	70050.78	52497.684	51555.574	60238.562	72591.266	65645.516	68322.85	50182.207	54708.168	
sp|Q8NEY8|PPHLN_HUMAN	Q8NEY8	PPHLN_HUMAN	PPHLN1	458	Homo sapiens	1:Experimental evidence at protein level	Periphilin-1	1.0	0.999	11	470	470	470	16	13	29	24	42	39	42	41	27	35	46	36	43	37	16	13	29	24	42	39	42	41	27	35	46	36	43	37	16	13	29	24	42	39	42	41	27	35	46	36	43	37	2212554.2	3231528.2	2797429.2	2137030.5	3641288.2	3375499.5	4186250.0	3176932.8	3044906.2	3712978.5	5002598.0	3749667.8	3631919.0	4259145.5	1091044.1	1759803.9	781759.44	491725.4	1275113.0	1308086.4	1215853.0	1215184.5	1043959.5	1219348.5	1422060.8	1277898.2	1346462.6	1258316.6	
sp|Q8NEZ3|WDR19_HUMAN	Q8NEZ3	WDR19_HUMAN	WDR19	1342	Homo sapiens	1:Experimental evidence at protein level	WD repeat-containing protein 19	0.9763	0.9989	1	4	4	4	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0.0	0.0	51542.24	38192.22	64333.383	0.0	45636.13	48260.61	34013.938	46396.434	50249.58	0.0	54321.82	32697.8	0.0	0.0	51542.24	38192.22	64333.383	0.0	45636.13	48260.61	34013.938	46396.434	50249.58	0.0	54321.82	32697.8	
sp|Q8NEZ4|KMT2C_HUMAN	Q8NEZ4	KMT2C_HUMAN	KMT2C	4911	Homo sapiens	1:Experimental evidence at protein level	Histone-lysine N-methyltransferase 2C	1.0	0.999	14	130	130	130	11	5	14	11	13	8	14	5	6	3	10	7	19	4	11	5	14	11	13	8	14	5	6	3	10	7	19	4	11	5	14	11	13	8	14	5	6	3	10	7	19	4	214956.58	145711.52	305064.0	247050.55	597021.3	190857.62	552946.56	206606.34	242021.88	182694.45	311158.06	233686.56	492982.56	195253.28	55597.637	55621.402	58217.984	60911.72	64465.57	51693.1	57721.93	38075.348	55143.527	55877.867	60328.094	51640.543	68621.3	43922.625	
sp|Q8NEZ5|FBX22_HUMAN	Q8NEZ5	FBX22_HUMAN	FBXO22	403	Homo sapiens	1:Experimental evidence at protein level	F-box only protein 22	0.951	0.9977	1	4	4	4	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	76524.375	56832.074	60617.08	91595.68	71970.875	84596.484	94060.87	83485.4	84024.18	0.0	79365.6	94779.15	78708.54	47779.098	76524.375	56832.074	60617.08	91595.68	71970.875	84596.484	94060.87	83485.4	84024.18	0.0	79365.6	94779.15	78708.54	47779.098	
sp|Q8NF50|DOCK8_HUMAN	Q8NF50	DOCK8_HUMAN	DOCK8	2099	Homo sapiens	1:Experimental evidence at protein level	Dedicator of cytokinesis protein 8	0.9957	0.9973	3	3	3	3	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	46188.164	40744.04	58137.367	52698.145	0.0	0.0	0.0	0.0	26194.02	0.0	0.0	0.0	0.0	0.0	31559.125	40744.04	40879.027	35702.74	0.0	0.0	0.0	0.0	26194.02	0.0	0.0	0.0	0.0	0.0	
sp|Q8NF64|ZMIZ2_HUMAN	Q8NF64	ZMIZ2_HUMAN	ZMIZ2	920	Homo sapiens	1:Experimental evidence at protein level	Zinc finger MIZ domain-containing protein 2	1.0	0.999	1	29	29	29	0	0	2	1	3	4	2	2	2	3	3	2	3	2	0	0	2	1	3	4	2	2	2	3	3	2	3	2	0	0	2	1	3	4	2	2	2	3	3	2	3	2	0.0	0.0	31324.957	16694.334	90923.484	62083.332	56288.21	56820.004	44959.246	45032.668	62724.316	51853.926	78056.7	60106.883	0.0	0.0	31324.957	16694.334	64004.38	62083.332	37347.06	56820.004	44959.246	45032.668	62724.316	51853.926	55335.12	60106.883	
sp|Q8NF91|SYNE1_HUMAN	Q8NF91	SYNE1_HUMAN	SYNE1	8797	Homo sapiens	1:Experimental evidence at protein level	Nesprin-1	1.0	0.999	7	33	33	33	3	1	3	1	1	2	1	3	2	3	6	2	2	3	3	1	3	1	1	2	1	3	2	3	6	2	2	3	3	1	3	1	1	2	1	3	2	3	6	2	2	3	46374.79	63520.812	173227.95	92110.15	172041.66	95855.75	169730.53	107728.25	177281.47	84712.55	225301.92	79105.39	229061.25	75086.63	25516.621	39418.06	77855.49	57088.164	38978.37	59048.46	47648.145	43508.727	78764.42	39430.625	62394.363	49356.777	49540.973	28235.197	
sp|Q8NF99|ZN397_HUMAN	Q8NF99	ZN397_HUMAN	ZNF397	534	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 397	0.9471	0.995	7	6	3	41	1	0	1	1	0	0	0	0	0	0	0	1	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	5	0	4	2	0	2	6	5	9	5	67066.6	0.0	22750.414	23666.889	27720.623	0.0	24346.703	0.0	12696.297	0.0	28672.385	29782.955	32378.082	27391.848	48301.61	0.0	10788.935	32862.19	27720.623	0.0	24346.703	0.0	17629.193	0.0	28672.385	29782.955	32378.082	27391.848	
sp|Q8NFA0|UBP32_HUMAN	Q8NFA0	UBP32_HUMAN	USP32	1604	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 32	1.0	0.999	6	111	109	111	12	4	6	4	13	5	14	4	8	5	6	6	15	9	12	4	6	4	13	5	14	4	8	5	6	6	15	7	12	4	6	4	13	5	14	4	8	5	6	6	15	9	348868.3	124027.75	316358.62	170943.75	507702.2	240304.42	480936.88	201180.28	222579.19	295812.12	246718.5	228876.72	405697.94	146438.05	85198.02	49204.5	75570.17	59483.76	93791.31	83572.18	87065.36	47087.824	70786.45	68284.67	83891.37	74252.71	81929.266	62876.14	
sp|Q8NFC6|BD1L1_HUMAN	Q8NFC6	BD1L1_HUMAN	BOD1L1	3051	Homo sapiens	1:Experimental evidence at protein level	Biorientation of chromosomes in cell division protein 1-like 1	1.0	0.999	40	1091	1042	1091	99	48	74	72	105	71	109	82	51	59	66	86	102	67	99	48	71	72	97	65	101	76	51	59	61	85	96	61	99	48	74	72	105	71	109	82	51	59	66	86	102	67	3374479.5	1931977.2	2857724.5	2441510.5	4041962.0	2783568.0	4055217.2	2865786.5	2214529.8	2542565.8	3425052.0	3380872.2	3277848.0	2540663.8	211611.06	203473.47	196731.88	198544.06	244937.75	229808.53	215123.75	204061.38	203068.03	226526.02	221259.48	230162.9	218058.38	216420.25	
sp|Q8NFD5|ARI1B_HUMAN	Q8NFD5	ARI1B_HUMAN	ARID1B	2236	Homo sapiens	1:Experimental evidence at protein level	AT-rich interactive domain-containing protein 1B	1.0	0.999	19	368	368	368	5	2	14	6	34	28	49	41	19	23	30	40	38	39	5	2	14	6	34	28	49	41	19	23	30	40	38	39	5	2	14	6	34	28	49	41	19	23	30	40	38	39	216800.06	38455.26	540955.6	287005.84	1556756.9	974160.4	1444850.1	1446605.4	617055.25	860926.7	1277228.5	1063484.1	2137948.5	1339838.0	117617.055	93497.305	102737.92	65670.836	220615.55	203720.67	206121.9	209127.17	145537.83	204770.7	230225.73	209106.36	238258.06	229574.97	
sp|Q8NFF5|FAD1_HUMAN	Q8NFF5	FAD1_HUMAN	FLAD1	587	Homo sapiens	1:Experimental evidence at protein level	FAD synthase	0.978	0.999	1	30	30	30	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	39793.06	47146.652	67031.2	50463.06	53870.707	56651.105	42387.074	47589.277	61295.85	68462.72	58722.684	54316.586	68027.14	41055.137	39793.06	47146.652	67031.2	50463.06	53870.707	56651.105	42387.074	47589.277	61295.85	68462.72	58722.684	54316.586	68027.14	41055.137	
sp|Q8NFG4|FLCN_HUMAN	Q8NFG4	FLCN_HUMAN	FLCN	579	Homo sapiens	1:Experimental evidence at protein level	Folliculin	1.0	0.999	5	183	183	183	18	10	15	13	17	9	23	10	10	7	13	13	15	10	18	10	15	13	17	9	23	10	10	7	13	13	15	10	18	10	15	13	17	9	23	10	10	7	13	13	15	10	460786.16	361911.03	378966.12	473935.1	542063.9	410103.5	524966.56	346880.8	411287.94	594183.44	437847.7	499123.0	406937.25	323387.94	69677.75	94423.22	103664.195	99008.016	79112.25	87847.8	85294.15	74457.71	86529.016	106095.22	88515.65	91689.375	73624.83	88992.12	
sp|Q8NFH4|NUP37_HUMAN	Q8NFH4	NUP37_HUMAN	NUP37	326	Homo sapiens	1:Experimental evidence at protein level	Nucleoporin Nup37	1.0	0.999	2	5	5	5	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	14700.748	0.0	25188.559	0.0	24495.455	0.0	29331.963	0.0	28985.45	0.0	0.0	24510.94	0.0	0.0	14683.0625	0.0	25158.256	0.0	12394.997	0.0	30082.992	0.0	28950.578	0.0	0.0	24481.451	0.0	0.0	
sp|Q8NFH5|NUP35_HUMAN	Q8NFH5	NUP35_HUMAN	NUP35	326	Homo sapiens	1:Experimental evidence at protein level	Nucleoporin NUP35	1.0	0.999	5	133	133	133	11	9	6	10	8	9	12	12	8	8	10	7	11	12	11	9	6	10	8	9	12	12	8	8	10	7	11	12	11	9	6	10	8	9	12	12	8	8	10	7	11	12	423149.7	478597.88	313607.94	527711.4	494645.1	664195.6	325052.94	462961.12	580874.94	405449.7	605927.1	392704.38	543090.1	583558.56	110373.55	91080.195	122283.48	122491.33	137906.56	174391.3	127675.805	140500.02	137182.62	142544.66	139607.39	153254.67	132383.39	131438.34	
sp|Q8NFJ5|RAI3_HUMAN	Q8NFJ5	RAI3_HUMAN	GPRC5A	357	Homo sapiens	1:Experimental evidence at protein level	Retinoic acid-induced protein 3	0.9777	0.999	1	2	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15799.151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8NFJ9|BBS1_HUMAN	Q8NFJ9	BBS1_HUMAN	BBS1	593	Homo sapiens	1:Experimental evidence at protein level	Bardet-Biedl syndrome 1 protein	0.9996	0.9983	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18553.566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8NFP7|NUD10_HUMAN	Q8NFP7	NUD10_HUMAN	NUDT10	164	Homo sapiens	1:Experimental evidence at protein level	Diphosphoinositol polyphosphate phosphohydrolase 3-alpha	1.0	0.999	3	57	0	57	0	0	3	3	4	3	7	10	3	2	4	5	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	3	7	10	3	2	4	5	6	7	0.0	0.0	90994.43	79524.83	265360.56	242119.0	408368.75	400407.88	155280.88	206167.3	383790.75	258454.19	440055.38	397357.88	0.0	0.0	90994.43	79524.83	238002.34	151209.12	294203.47	271675.44	155280.88	157171.05	357496.34	194114.34	360772.3	293423.9	sp|Q96G61|NUD11_HUMAN
sp|Q8NFQ8|TOIP2_HUMAN	Q8NFQ8	TOIP2_HUMAN	TOR1AIP2	470	Homo sapiens	1:Experimental evidence at protein level	Torsin-1A-interacting protein 2	1.0	0.999	4	123	123	123	11	12	8	9	3	11	9	7	8	8	8	8	12	9	11	12	8	9	3	11	9	7	8	8	8	8	12	9	11	12	8	9	3	11	9	7	8	8	8	8	12	9	208843.45	603183.25	526780.44	513423.22	1063195.5	631351.6	1068837.0	598349.3	311642.9	311307.94	378069.9	314003.75	1199492.9	572638.25	153474.55	317232.4	259854.62	244447.25	265029.72	306022.8	267796.4	260162.95	227541.05	228878.73	268837.28	187393.4	288251.22	286243.6	
sp|Q8NFU7|TET1_HUMAN	Q8NFU7	TET1_HUMAN	TET1	2136	Homo sapiens	1:Experimental evidence at protein level	Methylcytosine dioxygenase TET1	1.0	0.999	2	18	18	18	4	0	3	2	2	1	3	0	0	0	0	0	3	0	4	0	3	2	2	1	3	0	0	0	0	0	3	0	4	0	3	2	2	1	3	0	0	0	0	0	3	0	43894.68	0.0	19141.303	21991.867	22437.936	0.0	40288.906	0.0	0.0	0.0	0.0	0.0	55164.32	0.0	22455.736	0.0	14515.914	50093.965	20662.588	0.0	19639.97	0.0	0.0	0.0	0.0	0.0	18649.33	0.0	
sp|Q8NFW8|NEUA_HUMAN	Q8NFW8	NEUA_HUMAN	CMAS	434	Homo sapiens	1:Experimental evidence at protein level	N-acylneuraminate cytidylyltransferase	1.0	0.999	2	12	12	12	0	0	0	0	2	0	4	3	0	0	0	0	2	1	0	0	0	0	2	0	4	3	0	0	0	0	2	1	0	0	0	0	2	0	4	3	0	0	0	0	2	1	0.0	0.0	0.0	0.0	18356.145	0.0	32287.035	15117.445	0.0	0.0	12431.508	14479.733	50330.586	20131.06	0.0	0.0	0.0	0.0	7003.193	0.0	15330.155	20671.736	0.0	0.0	16998.96	19799.723	24047.564	27527.4	
sp|Q8NFZ0|FBH1_HUMAN	Q8NFZ0	FBH1_HUMAN	FBH1	1043	Homo sapiens	1:Experimental evidence at protein level	F-box DNA helicase 1	1.0	0.999	2	94	94	94	11	7	6	7	7	7	7	7	6	6	4	6	6	7	11	7	6	7	7	7	7	7	6	6	4	6	6	7	11	7	6	7	7	7	7	7	6	6	4	6	6	7	170019.33	109882.95	136978.12	149470.5	116399.05	120435.67	68150.734	98125.21	58374.17	152323.66	133580.38	77038.19	115390.38	91879.75	56698.41	44876.055	46474.49	58809.77	43839.664	47004.816	45758.22	38730.95	37455.445	48244.99	41655.89	51448.82	40269.8	44107.99	
sp|Q8NFZ5|TNIP2_HUMAN	Q8NFZ5	TNIP2_HUMAN	TNIP2	429	Homo sapiens	1:Experimental evidence at protein level	TNFAIP3-interacting protein 2	0.9772	0.999	1	3	3	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	19774.387	0.0	18191.148	0.0	0.0	0.0	0.0	0.0	14353.833	0.0	0.0	0.0	0.0	0.0	19774.387	0.0	18191.148	0.0	0.0	0.0	0.0	0.0	14353.833	0.0	
sp|Q8NFZ6|VN1R2_HUMAN	Q8NFZ6	VN1R2_HUMAN	VN1R2	395	Homo sapiens	2:Experimental evidence at transcript level	Vomeronasal type-1 receptor 2	0.9492	0.9976	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	128366.55	0.0	209148.22	0.0	0.0	0.0	0.0	0.0	251201.53	0.0	0.0	0.0	0.0	0.0	128366.55	0.0	209148.22	0.0	0.0	0.0	0.0	0.0	251201.53	0.0	
sp|Q8NG08|HELB_HUMAN	Q8NG08	HELB_HUMAN	HELB	1087	Homo sapiens	1:Experimental evidence at protein level	DNA helicase B	1.0	0.999	5	78	78	78	9	6	7	7	9	3	7	2	5	2	8	6	5	2	9	6	7	7	9	3	7	2	5	2	8	6	5	2	9	6	7	7	9	3	7	2	5	2	8	6	5	2	184937.52	97418.25	104764.79	145923.25	169094.9	96755.26	141011.48	95267.195	149875.34	117424.58	138901.61	163434.8	124601.3	94599.01	65938.29	68292.195	59286.688	76121.14	64030.055	70229.17	53731.56	53387.336	76222.086	64375.562	72897.68	67051.48	46410.492	60720.605	
sp|Q8NG27|PJA1_HUMAN	Q8NG27	PJA1_HUMAN	PJA1	643	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase Praja-1	1.0	0.999	6	172	172	172	24	10	12	13	21	10	17	8	12	8	10	7	10	10	24	10	12	13	21	10	17	8	12	8	10	7	10	10	24	10	12	13	21	10	17	8	12	8	10	7	10	10	540546.2	365602.94	561374.06	708838.6	837936.8	716995.0	556077.94	477624.9	544324.06	694778.25	554431.56	451584.66	323815.0	542042.5	142664.34	123745.484	155248.28	184884.56	152634.89	189904.69	133866.48	136339.22	139445.0	185222.03	133932.39	144807.61	102676.76	143793.34	
sp|Q8NG31|KNL1_HUMAN	Q8NG31	KNL1_HUMAN	KNL1	2342	Homo sapiens	1:Experimental evidence at protein level	Kinetochore scaffold 1	1.0	0.999	13	114	114	114	4	2	4	7	16	12	10	7	4	6	11	9	11	11	4	2	4	7	16	12	10	7	4	6	11	9	11	11	4	2	4	7	16	12	10	7	4	6	11	9	11	11	184588.11	124142.55	249545.08	254826.16	755884.5	400172.25	597123.0	210849.03	164894.69	274870.53	412579.4	322016.03	637030.25	354764.34	68769.64	52326.87	70591.37	85814.67	89346.42	88546.1	83705.34	64236.77	89309.56	97438.13	92731.57	90469.64	77461.05	81672.266	
sp|Q8NHG8|ZNRF2_HUMAN	Q8NHG8	ZNRF2_HUMAN	ZNRF2	242	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase ZNRF2	1.0	0.999	2	233	233	233	21	16	17	22	20	16	12	17	13	17	9	17	18	18	21	16	17	22	20	16	12	17	13	17	9	17	18	18	21	16	17	22	20	16	12	17	13	17	9	17	18	18	527910.56	507703.25	559483.4	572729.4	565831.25	603672.5	460029.75	583442.1	535491.4	666026.44	603263.56	633110.3	526101.7	612017.5	377252.38	426064.3	483061.88	528902.7	445208.38	496189.72	370325.2	517345.28	413316.03	539433.6	462964.03	573007.9	448007.5	555789.7	
sp|Q8NHH9|ATLA2_HUMAN	Q8NHH9	ATLA2_HUMAN	ATL2	583	Homo sapiens	1:Experimental evidence at protein level	Atlastin-2	0.9775	0.999	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	8806.782	0.0	6682.704	0.0	0.0	0.0	0.0	0.0	12027.76	0.0	0.0	0.0	0.0	0.0	8806.782	0.0	6682.704	0.0	0.0	0.0	0.0	0.0	12027.76	0.0	
sp|Q8NHM5|KDM2B_HUMAN	Q8NHM5	KDM2B_HUMAN	KDM2B	1336	Homo sapiens	1:Experimental evidence at protein level	Lysine-specific demethylase 2B	1.0	0.999	10	203	203	203	22	11	13	20	20	11	16	12	14	10	15	13	17	9	22	11	13	20	20	11	16	12	14	10	15	13	17	9	22	11	13	20	20	11	16	12	14	10	15	13	17	9	837473.0	695481.9	1016673.94	963502.44	1018260.2	822668.8	751661.94	872696.5	957413.9	855860.4	1065071.0	897992.56	1045617.94	740295.56	342599.72	239484.2	377334.88	360404.66	369885.6	325690.38	316101.9	281649.9	365825.38	323812.84	362423.22	340779.25	314659.75	294685.75	
sp|Q8NHQ9|DDX55_HUMAN	Q8NHQ9	DDX55_HUMAN	DDX55	600	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX55	1.0	0.999	5	33	33	33	11	0	4	0	5	0	5	2	0	0	0	0	4	2	11	0	4	0	5	0	5	2	0	0	0	0	4	2	11	0	4	0	5	0	5	2	0	0	0	0	4	2	103030.71	0.0	40351.453	0.0	73140.91	0.0	70755.55	17353.863	0.0	0.0	16437.3	15119.6	60105.86	28794.049	47259.4	0.0	19290.332	0.0	21294.95	0.0	24653.373	24435.521	0.0	0.0	23144.934	21289.514	25202.37	40544.15	
sp|Q8NHU6|TDRD7_HUMAN	Q8NHU6	TDRD7_HUMAN	TDRD7	1098	Homo sapiens	1:Experimental evidence at protein level	Tudor domain-containing protein 7	1.0	0.999	2	14	14	14	2	0	0	0	0	0	2	3	0	0	2	0	3	2	2	0	0	0	0	0	2	3	0	0	2	0	3	2	2	0	0	0	0	0	2	3	0	0	2	0	3	2	11301.464	0.0	0.0	0.0	19992.318	0.0	37087.11	22855.467	0.0	0.0	21724.531	10407.949	49731.74	28050.715	0.0	0.0	0.0	0.0	19992.318	0.0	37087.11	22855.467	0.0	0.0	21724.531	10407.949	49731.74	28050.715	
sp|Q8NHV4|NEDD1_HUMAN	Q8NHV4	NEDD1_HUMAN	NEDD1	660	Homo sapiens	1:Experimental evidence at protein level	Protein NEDD1	1.0	0.999	3	84	84	84	8	4	7	4	7	4	7	8	5	4	5	9	6	6	8	4	7	4	7	4	7	8	5	4	5	9	6	6	8	4	7	4	7	4	7	8	5	4	5	9	6	6	527393.44	334178.8	282285.47	380586.78	264778.94	269121.88	285086.56	298954.3	427483.88	365468.22	219027.55	449027.0	227443.22	319532.44	256098.33	135444.31	282518.34	161514.4	264997.38	136598.52	251894.16	150564.3	215607.78	180975.64	219208.23	219683.45	200048.08	159461.55	
sp|Q8NHZ8|CDC26_HUMAN	Q8NHZ8	CDC26_HUMAN	CDC26	85	Homo sapiens	1:Experimental evidence at protein level	Anaphase-promoting complex subunit CDC26	1.0	0.999	3	67	67	67	10	0	7	3	7	4	9	4	3	4	3	4	7	2	10	0	7	3	7	4	9	4	3	4	3	4	7	2	10	0	7	3	7	4	9	4	3	4	3	4	7	2	377351.78	32107.928	208610.81	70479.93	257928.8	87042.195	297012.94	120314.76	113684.56	46097.812	57722.758	65660.17	206796.06	55467.938	191449.22	23677.125	54965.266	31053.654	140005.34	113932.58	166947.16	157484.2	38285.94	60339.04	75555.336	48464.543	101421.86	72603.92	
